comment,replies,date,user_name
Fast forward to the Holyfield fight.,[],2018-06-24T13:38:19Z,@WisdomInfinite-we2bj
My new favorite youtuber.,['Welcome to the channel!'],2018-06-24T02:59:23Z,@ashtonalvarez1118
4:20 BOOM PERFECT TIMIN!!!!!!,[],2018-06-22T16:21:49Z,@kc1n618
Excellent work.  Wish I could give it 2 likes.,[],2018-06-21T16:50:10Z,@michaelhagler7381
Who is the female that talks throughout the video? Sounds so familiar.,[],2018-06-21T04:36:19Z,@woodmaj
19-20 year old Mike Tyson is the scariest human being I've ever seen.,[],2018-06-21T04:18:04Z,@woodmaj
12:37 dumb sus,[],2018-06-21T03:10:11Z,@onepercentnow
best boxer of all time in his prime. AWESOME video very entertaining good job.,[],2018-06-20T22:30:10Z,@SlothPossum
"Why did they show trump, this is about boxing not politics and money",[],2018-06-19T04:11:39Z,@jaredchacon2645
"Bro mike, oh my god he was a monster man just a monster of a fighter and as a man, he came from nothing and lifted himself up to greatness",[],2018-06-19T03:56:25Z,@jaredchacon2645
the strongest man can get taken down by a woman,[],2018-06-18T13:35:18Z,@SpeedDemonE
women are the kryptnoite of every superman.,[],2018-06-18T13:34:49Z,@SpeedDemonE
my all time favorite boxer of all time,[],2018-06-18T13:23:30Z,@SpeedDemonE
Holyfield was headbutting the shit out of him an cause he new he wasnt goin to win the ear bite was his way out five years earlier an mike would of had him out in two.,[],2018-06-18T10:42:08Z,@bewareimsinister7455
The end statement was the icing on the cake..,[],2018-06-18T10:31:27Z,@infallibl
15:15,[],2018-06-16T16:27:30Z,@maddmax988
13:11,[],2018-06-16T16:24:36Z,@maddmax988
Only I line he was the Lucifer of the ring,[],2018-06-12T12:32:21Z,@ranveerrajput483
Robin givens was well deserving of a tyson left hook,"['😂😂💯', 'No, she deserve Tyson trademark body punch + uppercut combo']",2018-06-11T18:58:13Z,@alaskan2001
Jesus Christ,[],2018-06-10T04:07:56Z,@aaronsterling8080
Whats the song from 21:50 its powerful,[],2018-06-09T06:10:28Z,@ganjalfthegreen5312
"Yeah, The baddest man on the planet!! My favourite, Godlike destructive power, fearless.",[],2018-06-08T16:17:10Z,@ankitsharma1749
"The ""long count"" of the ref was real against Buster Douglas. That one maybe two seconds extra changed history, and ruined Mike Tyson's career. Not often I feel a ref cheated, but I think he did.",[],2018-06-08T13:30:21Z,@Jesusandbible
Don King is just a lowlife piece of shit.,[],2018-06-08T11:05:44Z,@Rascian-rs
Best Video Maker ever. This is beautiful.,[],2018-06-08T07:12:30Z,@nickwayne6789
Awesome Video. Thanks,[],2018-06-06T22:53:26Z,@braisleykiyan8522
"""i dont belive talent""mike tyson",[],2018-06-05T10:01:03Z,@kitzpoop7576
HE USED A FAKE DICK!!!!!,[],2018-06-04T15:42:32Z,
No athlete in history had more leeches on them than Tyson. Don King was the death of Tyson.,"['Don King took the most money from Tyson', 'Givens was just as bad', '@@stonehorn4641 and to think that bitch has the nerve to glorify her face on movies screens', 'That  skank ass and her mother dug  their claws in him also done damage to him. I love Mike !!!!', ""His wife was just as bad. I think Kevin Rooney should've taken over management since he's been training Mike since the beginning so he knew him best.""]",2018-06-03T16:26:00Z,@Bodhi594
How they not gonna mention TUPAC in this whole thing?? When Pac died tht was part of his downfall! Real fans remember this!,"['They were very close during both of their peaks, thats true']",2018-06-02T20:51:55Z,@bockChoi
Dose it Fit a iphone se,[],2018-06-01T22:48:23Z,@Maddy_billtothebill
One of the best,[],2018-06-01T21:06:34Z,@Keltechhh
Tyson is the king - human pitbull back then,[],2018-06-01T16:28:40Z,@beverlyhills1162
The greatest way to put this goes to Joseph Vincent,[],2018-05-31T07:50:03Z,@81chillwil
"Amazing video, made me take a different view",[],2018-05-30T19:25:44Z,@michaelguillen9025
That body punch at the 5 minute the look on the guy's face is classic.,[],2018-05-27T16:59:57Z,@Prisoner-jf8vi
Tyson was unstoppable when he had Cus in his corner. He is the scariest boxer of all time.,[],2018-05-27T03:02:18Z,@robowski9999
"Как ТОЙСОН  МАХЕММЕД АЛИ, не когда не будет этом жизни!",[],2018-05-26T07:04:36Z,@asimanaqayev5815
That end quote is sooo iconic to me.,[],2018-05-25T13:59:01Z,@michaelmoore9968
Shout out to Mike!!! one of history's greatest fighter of all time,[],2018-05-25T12:53:49Z,@ernestaldrinejacqavila
Mike Tyson is a nice guy,[],2018-05-25T12:02:44Z,@dillonsavage6145
Do may weather,[],2018-05-25T00:37:47Z,@undisputedchamp6082
Hands down you may be the greatest video editor ever! All of your videos are master pieces,[],2018-05-24T20:05:47Z,@sharkmindsetfitness9251
Donnie long got laid back.,[],2018-05-24T15:24:00Z,@latuf12
"20:10 More than 10 seconds ?? 
it was supposed to be finished.",[],2018-05-23T14:26:04Z,@kayberremake3901
What a fantastic film!!,[],2018-05-22T20:36:34Z,@Crazy__Canuck
Tyson is the greatest of all time there is not a fighter from any era that could beat a prime tyson not one,[],2018-05-22T16:11:31Z,@remington7005
My favorite athlete of all time,[],2018-05-20T08:08:13Z,@jtmma6951
Big fan of your videos. But why no Mayweather?,[],2018-05-20T07:08:27Z,@ValleyoftheStoned
There was an innocence to Tyson. After the people that loved him died he was just exploited and unraveled in front of the world.,[],2018-05-18T21:32:30Z,@qbqb99
Lol he used the fake dick to pass the test got me,[],2018-05-17T04:53:41Z,@Observe_it
Do Gary Payton,[],2018-05-16T12:15:59Z,@Sheep-nb6lk
Tyson's biggest problem in those early fights seemed to be finding the neutral corner while his opponent was napping.,[],2018-05-14T21:11:22Z,@sixburgh64ss
This is incredibly amazing ☄️,[],2018-05-14T11:33:24Z,@pineappleexpress5337
what an ending,[],2018-05-10T11:27:17Z,@noflieszone6069
3:00 didn't get it,[],2018-05-10T00:17:52Z,@vivalavida1490
RIP Mike Tyson,[],2018-05-09T23:08:20Z,@thesavagex1065
"Dude you're talented but did you really just make it look like tyson bit him because Holyfield was head butting him?? That is some laughable shit. Holyfield knocked his asssss ouuuut in the first fight which is the one when he was ""head butting"" him (which he wasn't, it was a clash of heads) even Tyson admitted he came into both of those fights in the best shape of his life and just faced a superior boxer... he bit him in the 2nd fight after training his ass off to fight him again and try and beat him and Holyfield was piecing him up once again... so Mike bit him. Come on bruh...",[],2018-05-08T18:26:51Z,@DJ_Cub
Can you reupload the Muhammad Ali video,[],2018-05-05T23:07:29Z,@Jaythagawd12
Mike had only 2 fans love or hate but everybody watched him👍👍,[],2018-05-04T02:32:37Z,@big-l5771
Mike’s pro career up to the point of knocking out Berbick and winning the WBC belt is legit insane.  If only Cus wouldn’t have died.,[],2018-04-30T16:24:30Z,@WanderingSkunk
Don king was the down fall of Tyson.,[],2018-04-25T05:52:41Z,@TheFiendRacer
5:25 Who the hell is that guy??,[],2018-04-24T23:53:36Z,@ocnbxng5038
23:07 cocaines one hell of a drug 😂😂,[],2018-04-24T14:39:22Z,@therealistniggu6731
4:21 the Mario kart sound effect 😂😂,[],2018-04-24T14:20:54Z,@therealistniggu6731
That Don King sound bite though...💀 14:35,[],2018-04-22T17:56:44Z,@RiderABC187
Don King was a damn serpent,[],2018-04-22T09:50:59Z,@creepincarl
Best boxer in the 80'$,[],2018-04-22T02:25:39Z,@darlisahansley9398
Wwe is fake boxing is real,[],2018-04-20T01:21:45Z,@ashleygarcia384
Good video,[],2018-04-20T01:17:43Z,@atlfan7116
"Joseph Vincent--Mike Tyson, the speed, the power, the accuracy. Another K0 Joe Vin.
If there's a HOF for making videos I'd like to give your introduction speech.",[],2018-04-19T05:59:04Z,@koolhandduke4087
The GOAT OF BOXING IN MY OPINION,[],2018-04-17T03:14:07Z,@joelacosta8021
Man if his dad wouldn’t have passed away Tyson would have owned the 90s as well,[],2018-04-17T03:13:41Z,@joelacosta8021
Again punk ass don king Tyson should have beat the shit out of him,[],2018-04-17T03:08:10Z,@joelacosta8021
I feel sorry for Tyson man he was just a confused 21 year old kid without a father figure he needed someone to guide him,[],2018-04-17T03:05:38Z,@joelacosta8021
Punk ass don king if it wasn’t for him Tyson would have lasted as the champ,[],2018-04-17T03:02:55Z,@joelacosta8021
26:30,[],2018-04-16T00:22:07Z,@taliban170
The production behind this video is amazing,[],2018-04-15T13:30:50Z,@dito7347
"Glad I came across 1 of your videos,this shit better then cable tv!!!!👌👌👌👏👏",[],2018-04-14T20:53:41Z,@JuiceGassett
"I've literally watched this 3 times now, still so interesting!",[],2018-04-11T12:37:47Z,@Moncheonspotify
Cocaine is a hell of a Drug but had nothing to do with his success.,[],2018-04-10T19:30:16Z,@fantilldeath528trajectory
I hate how the downfall of some of these great men always begin with gold digging whores.,[],2018-04-10T09:41:21Z,@Recovery305
Damn fucking legend,[],2018-04-10T07:53:23Z,@red-rum9303
Don King ruins Tyson,[],2018-04-10T05:59:42Z,@mhakeyhaughton
Do Sidney Crosby,[],2018-04-09T22:45:21Z,@zakbrice6956
Do ray Allen,[],2018-04-09T18:53:56Z,@Liambrouillette
"550, wow. I would never try that.",[],2018-04-08T12:30:05Z,@Richard-wt3uz
Awesome video. You should do one on Roy Jones Jr,[],2018-04-08T08:41:49Z,@nathenwallis5664
Well Floyd maywheather has never lost but I bet mike could be him,[],2018-04-08T06:26:41Z,@Mari-lr5em
Dude you seriously have the best vids!,[],2018-04-08T03:58:39Z,@BlakeRobinson14
Tiger woods!,[],2018-04-08T00:49:02Z,@kydancline8556
DAMN...!!  That knockout -- beginning around 10:22 -- was UNREAL!!,[],2018-04-07T15:45:21Z,@denniscassley2569
What a FORCE he was!!,[],2018-04-07T15:38:52Z,@denniscassley2569
Jaime Docx needs to hurry up and do the biopic,[],2018-04-06T14:27:02Z,@ShaneJoshua1980
I hate you man! I'm from the UK watching this before going onto a Jordan vid. You should do some Football(soccer) vids. If you type ITV The Match they used to use stirring music in montages pre game.,[],2018-04-06T14:08:59Z,@ShaneJoshua1980
BEAST!,[],2018-04-06T04:26:38Z,@lashaunwilliams2864
you got knocked the f-*bleep* out!,[],2018-04-06T00:53:15Z,@chinsmedia7415
So ain’t nobody peep them kiss doe😂😂😂😂,[],2018-04-04T17:31:01Z,@asapkobi1962
F'IN DOPE. ...,[],2018-04-04T04:48:45Z,@Pipkin614
Watched that loss in Tokyo when I was 13. You talk about a wtf moment.,[],2018-04-03T21:56:10Z,@alteredbeast4422
Was going good to 13:42 ughhhh...,[],2018-04-03T17:11:34Z,@inrayge
"Boom, Perfect Timing",[],2018-04-02T23:30:49Z,@satchmobasquiat8726
"What happened to the Tiger Woods rise and fall video, that was the best YouTube video I’ve ever watched, please re-upload it or tell me a way of how to get it if I can. Thanks",[],2018-04-02T03:35:04Z,@marcusdamiani9543
"1000th!
Edit: HOLY CRAP MY FAVORITE YOUTUBER JUST HEARTED MY COMMENT",[],2018-04-02T00:56:26Z,@bigrhcpguy1958
Do canelo,[],2018-04-01T18:03:36Z,@rubbyledezma8596
"10:57 ""You Got Knock The Fuck Out"" 😂😂😂😂😂😂😂😂😭😭🤣 I'm dead",[],2018-04-01T12:47:56Z,@teesaifele9391
I can't over your videos man.  I saw one 2 days ago and cant stop watching them. They are the most expertly well put together videos i've ever seen on youtube. Love the Rogan audio Clips btw,[],2018-04-01T06:00:47Z,@MotorcycleCow
"I've watched 5 of your documentary vids, all fuckin great!",[],2018-03-31T14:13:11Z,@SubscribeatandIwilldoastripper
manny pacquiao please,[],2018-03-31T05:45:33Z,@aldanmedrano8652
For Halloween I dress up as Mike Tyson.,[],2018-03-29T23:42:17Z,@b0x1n9f4n
Where's all the likes at?,[],2018-03-29T22:12:07Z,@robertwilson-cokes6970
"One word ""RAPIST""",[],2018-03-28T14:06:13Z,@boneyard5536
I broke my records...my records are broken...vinyl.,[],2018-03-25T21:19:34Z,@ef8712
"This is the first video I've seen of yours and man, what a great video.  Keep up the good work!!!",['Hope you check out some others! And thanks for watching'],2018-03-25T02:46:29Z,@eyebrowsmcgeee3945
What happened to all the Don King comments?,[],2018-03-24T01:00:40Z,@renumultiplus
These are hands down the best video documentaries I have ever seen. Its better than ESPN'S 30for30,['Paul Del Aguila Facts though..'],2018-03-23T16:31:41Z,@pauldelaguila1769
What if mike tyson vs Ali,[],2018-03-23T06:55:20Z,@ricoliu3183
"Just .... WOW!!! I feel lucky to have watched most of his career tho my uncles, I'm sure were pissed,doin pay per view fer a 1 round annihilation",[],2018-03-23T01:00:55Z,@arielrichmond1238
Can you please do kawhi leonard plz,[],2018-03-19T05:44:31Z,@juanpablorobinson2892
Great Video btw.,[],2018-03-17T13:19:39Z,@theothesir
It's funny how his life went south when two parasites entered his life.,"['yes I know,  Satan comes in every disguise to temp you']",2018-03-17T13:19:20Z,@theothesir
Do tim Duncan,[],2018-03-16T23:29:13Z,@PaLman-twentry
The Terrell Owens of boxing with 5 times more crass! Entertaining no doubt!,[],2018-03-16T00:55:06Z,@TheGuitaronfire76
“Cocaine’s a hell of a drug”! LOL!!! Awesome creativity!,[],2018-03-16T00:44:08Z,@TheGuitaronfire76
What was the song at :58,[],2018-03-15T01:36:35Z,@bernardgerard7964
Stephen hawking,[],2018-03-14T03:57:41Z,@emersonfruehling3124
"He was great when young and motivated. However after the loss to Douglas which should have been a wake up call his career was fairly mediocre compared to other greats. I think he will remembered as the youngest man ever to be undisputed champ and an all time great but not the best in his era. Holy field, Lewis and Bowe are all right there with him in terms of great Champs.",[],2018-03-12T22:50:56Z,@davidholcomb9393
Come on Rogan get Tyson on your podcast already.,[],2018-03-10T16:39:29Z,@corm1000
Ppl could say what they want about IRON MIKE ... But that was pure talent !!!  No roids ...  BX...183RD....,[],2018-03-08T14:49:04Z,@moneymarc6837
Mike one punched Spinks,[],2018-02-28T20:42:30Z,@MNTPWR29416
"Mike Tyson,is by far the best in my opinion,...ive been a tyson fan since i was 12yrs old",[],2018-02-28T04:55:33Z,@scootersmith7362
Emit Smith video,[],2018-02-25T22:53:10Z,@cadenweathers953
Steve atwater please,[],2018-02-24T19:54:44Z,@carsonnarvett7979
I'd watched the fight back in 91 or whenever it'd been fought? I've alway's said that Tyson knocked Douglass out in the 8th!! Round!! But the ref screwed Tyson!!! In my opinion Tyson never lost to Douglass!!! Period!!!,[],2018-02-24T09:02:42Z,@tonyhaueter7399
Greatest of all time he would destroy anyone in his prime,[],2018-02-23T02:00:26Z,@justinclark3532
Don  king  should  never  be  in  charge of  Mike  Tyson the legend  he  ruin the  greatest figher of  all time. Mike  in  my  eyes  you are  best in the world,[],2018-02-23T01:03:39Z,@michaelmerrigan8229
As a Mike Tyson fan I would’ve loved to see what his Career would’ve looked like if Cus didn’t die I believe he would’ve stayed undefeated honestly,[],2018-02-22T22:30:51Z,@HoodRich521
please do a Manny Pacquiao,[],2018-02-22T11:10:42Z,@PepsiBlueEnjoyer
"Mike Tyson was my childhood hero, love you Iron Mike!💖",[],2018-02-21T11:10:48Z,@freddiebatistajr.6443
Jarvis Landry video,[],2018-02-20T19:28:23Z,@Evpclips
Antonio brown remastered,[],2018-02-20T19:27:41Z,@Evpclips
Tyson= Greatest Knockout Artist to ever do it!!!,[],2018-02-20T12:33:22Z,@timothyt2645
"This is as good as it gets, he just got bored, high and rich that has a way of zapping motivation, later on in his prime all time great",[],2018-02-20T02:30:31Z,@swalker9482
"Donny long is on his back, haha","[""LOL.That's what I was thinking""]",2018-02-20T02:24:40Z,@swalker9482
"Your videos should be on air on ESPN for Black History!
Love it!!!
You're the True YouTuber Documentary",[],2018-02-19T19:43:42Z,@doccloudacnh
154 palookas disliked this video.👊👊,[],2018-02-19T11:13:10Z,@Guiltless765
Only one man in the Boxing World that is Iron Mike Tyson... Let the God shower his Choicest Blessings on Mike Tyson..,[],2018-02-19T08:18:06Z,@sainathaj7388
Do junior seau,[],2018-02-19T04:01:31Z,@Daniel-eq4xt
Do Floyd Mayweather,[],2018-02-18T18:09:56Z,@brionjrehamilton2568
"You did a great job showing this generation of people what actually happened to Tyson. That Givens, King, and especially Washington systematically ruined his life. All boxing fans thought so","['offend, be offended. NBD my thoughts...pu$$?, drugs and money hungry people behind him.', '@@cc-mp2vs poor trainers. No family. Antidepressants and cocaine :/ really quite sad, considering as *soon* as he lost to Douglas the ""buy everyone off"" Don King couldnt convince a Desiree wash to stop lying until 10 years later?']",2018-02-18T16:18:33Z,@deadarmd
The rape charge and don king ruined him... plus he stopped training,[],2018-02-18T13:45:26Z,@artisticskillz01
One of the best Tyson compilations I've ever seen!,[],2018-02-17T21:11:26Z,@wohenbang1
13.22.....and down goes Tyson. Sorry but this bitch was a rattrap,[],2018-02-15T19:49:38Z,@thorstenkummel6782
that kiss was real sus,[],2018-02-15T16:55:32Z,@ddaniels896
Please do a Jordan Speith one! Your vids are great.,[],2018-02-15T14:50:54Z,@bamaengineer
this is not for kids,[],2018-02-15T13:03:55Z,@pierrettelorquet7747
Hell is too good for the individuals who fucked over this man.,[],2018-02-14T23:42:35Z,@Shuten_Wukong
Money mayweather,[],2018-02-11T17:22:53Z,@tiagogomes6624
The hardest hitter in history,[],2018-02-11T06:25:10Z,@johnstevenson3841
Please do Chris Paul,[],2018-02-09T07:03:45Z,@ningfang4753
🐐,[],2018-02-09T03:21:00Z,@titusjackson494
What people dont realize is that tyson was technical as fuck!!!,[],2018-02-08T13:49:52Z,@raymendoza6543
FUK DON KING,[],2018-02-07T01:19:17Z,@dondappa7701
What is the name of the song 0:00 to 0:08 ?,[],2018-02-06T17:01:35Z,@manunited1483
Do a video on the 2017/2018 Eagles “Underdogs”!!!!,[],2018-02-05T23:44:55Z,@chipz121
"“My style is impetuous. My defense is impregnable. And I’m just ferocious. I want your heart. I want to eat his children. Praise be to Allah.”

Most epic quote in sports, ever.","['famous last words.', 'completely & wholeheartedly agree. as soon as i heard it i knew it was legendary.', '""My balls was hot""', 'I always loved when Mike would say some gay shit and then call the other guy a faggot. Like when he told Green (I think, maybe Ruddock?) that he was ""going to make you kiss me with with big ass lips"" then telling a male reporter \'\'I\'ll eat your asshole, faggot!\'\' and then telling the same man \'\'I\'ll fuck you till you love me, faggot!\'\'  \nThe perfect combination of terrible childhood trauma, ptsd, a touch of insanity, 1 ton of rage, 2 tons of hate, 3 grams of cocaine.', 'why did he say, prais be to allah? was he muslim?']",2018-02-05T13:23:14Z,@LilMOMMAson
Mike Tyson = One Punch Man,"['Krovix Gaming mor like ippo', 'Technically, Tyson’s power is the closest we could get to OPM. He’s more of a One Combo Man, since it usually takes one or two combos.', 'A guy that trained with Lennox, Holyfield,& Tyson. He said Lennox has the skill, Holyfield has the heart & determination. Tyson he paused. Then said Tyson literally has super human power.', 'Would love an anime trailer of mike tyson', '@@WZRDr ofc id love it']",2018-02-04T19:16:56Z,@kvnsia
Dude your videos are amazing!!! If ever you could do some Marcus mariota you'd be my hero,['+Ashley Ersland thanks for watching!'],2018-02-02T04:30:59Z,@ashleyersland5807
goat of boxing,[],2018-02-01T19:04:21Z,@danielgalic-macdonald2611
10:20 how is that man still alive?,[],2018-02-01T04:47:05Z,@coleisaiah3565
u should do a ken Griffey jr,[],2018-02-01T03:27:22Z,@briangeorge1492
"check out 7:46, matrix style shot. guy flying in the air",[],2018-01-31T20:22:07Z,@yonatanshenhav1208
Iron Mike!,[],2018-01-31T19:34:40Z,@ronh6303
This is one of the most compelling things I've ever seen on YouTube....great work,[],2018-01-31T18:42:08Z,@mrhandsome513
I met Mike today too,[],2018-01-31T18:05:39Z,@dylanfowler5369
And you should do Mike alstott,[],2018-01-31T18:05:25Z,@dylanfowler5369
Joseph Vincent keep up the good work man,[],2018-01-31T18:05:04Z,@dylanfowler5369
Wow rip to the to man that die,[],2018-01-24T00:31:13Z,@sulimanbundubundu1192
Scary dude,[],2018-01-23T03:54:03Z,@cerberusleviath4575
Id say that for a good while..until he got a bit crazy from the fame or don king..Tyson was the best heavyweight fighter ever.,[],2018-01-20T01:51:40Z,@darksided9979
Pls do a Minneapolis Miracle vid,[],2018-01-19T03:13:25Z,@rambo17ist
Ur a god tbh,[],2018-01-18T19:21:11Z,@lilsonny4074
the best documentary on Mike bar none . thank yo for your effort.,['+matthew maloney thanks for watching!'],2018-01-18T02:15:14Z,@matthewmaloney5955
"Mike should haven't lost to that guy at 21:00 That ref was fake man, look like he got paid more to make Tyson lost... 😒😒😒",[],2018-01-17T23:30:28Z,@justralph780
gave me goose bumps great video!!!,[],2018-01-17T02:12:00Z,@huntermckinney8946
Brad pitt has balls man... You just dont sleep with mike tyson's wife,"[""+Miguel Dabdab that's what I thought. You're the first commentator on it though."", 'Also its amazing that you answer the comments man.. well done!', ""Miguel Dabdab--I've heard Mike speak on that. He talked about how Brad Pitt was up and coming in his career. But hurried to get the hell out of there once he realized that Robin's husband was an angry Mike Tyson. Can't blame him there."", ""Mike's car*"", 'Miguel Dabdab yeah, and when he saw tyson when he got out of the car he pissed his fuckin drawers staight away.']",2018-01-15T01:20:38Z,@umig666
"He should have retiered.

You Either Die A Hero, Or You Live Long Enough To See Yourself Become The Villain","['Okay Batman', 'L', 'How true this is scares me']",2018-01-13T21:28:43Z,@assman6051
mike would kill me in 1 hit,[],2018-01-13T13:53:26Z,@Julian-zn7ew
Two words... Vasyl lomenchenco,[],2018-01-12T13:03:23Z,@whitewolfgamin7289
do a video with Scottie Pippin please,[],2018-01-10T12:41:29Z,@paulwilliams3524
Do a Mark Sanchez The Jet,[],2018-01-08T18:42:15Z,@jordanfiderer1948
Make on on Fedor Please!,[],2018-01-05T20:02:11Z,@HeavyBlasters
"You deserve millions of subs, I remember when you had like 25k and now you’re almost 350k, well deserved!","[""+Ludacrits thanks for the support! It's growing a bit at a time. Hopefully in a few years it'll get to that million mark"", 'Joseph Vincent I’m gonna predict at the end of 2018 you’ll have 1 mil! Awesome editing and videos my man, can’t say that enough!']",2018-01-05T04:31:18Z,@thizlam4810
fuck don king,[],2018-01-03T14:46:52Z,@TF549
LOL 4:18!,[],2017-12-30T05:01:24Z,@jedibattlemasterkos
"ANDERSON SILVA, Fedor, Bas Rutten",[],2017-12-29T00:24:43Z,@ma2n88
Fucking Don King,[],2017-12-28T23:52:44Z,@AW-xv7dq
It would have been totally different if Cus hadn't died. Robin Givens is the lowest form of life on the planet. Don King is the same exact type of person as well. It's so sad what those two did to the guy.,[],2017-12-27T21:24:12Z,@randycable3806
"This vid made me break a sweat watching it, this man is terrifying.",[],2017-12-27T06:26:02Z,@DaSpookyGhost-me
Do a video about Joshua.,[],2017-12-25T07:58:08Z,@keviteri5933
Tim Duncan,[],2017-12-24T22:11:57Z,@arthuragababyan2217
Tim Duncan,[],2017-12-24T22:11:13Z,@arthuragababyan2217
lol 13:30 to 13:42 there's Donald Trump,[],2017-12-23T00:10:54Z,@karensue5271
Did you do one of kobe?,[],2017-12-22T13:08:20Z,@bengoins5
Carson Wentz,[],2017-12-22T11:30:36Z,@weirdboi7073
WOW a very unbelievable fearless Mike Tyson the fighter of all times and when this bitch Robin Givins the furious Money💰hungry bitch came to his life that was the beginning to his END it's sad to know that all she ever care for was his cheching sound of his money not to mention Don king as well but I truly hope he will find his glory moment and just learn from the mistakes that we're made and prevents it from happening again PEACE To IRON Mike Tyson...,[],2017-12-21T20:50:23Z,@JoseROrtiz-ih5tf
Do 2017 Jaguars defense saxsonville,[],2017-12-19T21:10:15Z,@scalefire5949
Can you make for Manny Pacquiao please if you read this comment please.,[],2017-12-18T15:52:02Z,@nathanaguilar7372
YOU CANNOT EVER DISCUSS BOXING WITHOUT IRON MIKE TYSON,[],2017-12-18T03:18:28Z,@icefire5855
do  a video for Anthony Joshua,[],2017-12-17T23:29:02Z,@emmanuelalawode7828
You should make on of Dennis Rodman,[],2017-12-16T03:36:17Z,@tylerharms4560
Transition whereas independence enforce dark reputation naturally automatic withdraw approximately.,[],2017-12-14T21:55:43Z,@erwanbrunet9915
"everyone knows Mike Tyson is the best ever...his emotions and psychological state derailed him, not his ability",[],2017-12-14T09:40:28Z,@CarlosHernandez-gv5dd
Don King should’ve been put in prison for messing up the best era in boxing and its biggest star,[],2017-12-13T11:55:08Z,@WhyScales23
Fucking Don King,[],2017-12-10T23:10:02Z,@triplechocolate887
Do Steve spurrier,[],2017-12-10T01:33:59Z,@DanielMorales-ns6rv
rocky marciano,[],2017-12-08T02:18:27Z,@josheaton2558
This vis should have at least 60k likes mann this is really nostalgic and well edited. Thx for ur effort fam keep workin hard.,[],2017-12-07T16:36:43Z,@kenedbernardo4156
Mike Tyson = Saitama,[],2017-12-07T10:34:18Z,@sean-_-7457
"Look at young trump at 13:30, so much older now.",[],2017-12-05T10:05:26Z,@ManBearPigJake
Luuuuukkeeeeee pls,[],2017-11-30T13:46:38Z,@jonaspflug3139
good stuff..much appreciated.,[],2017-11-30T11:11:15Z,@MrSfein1
"This is long overdue but you are the best thing on YouTube, these highlights videos are amazing! Keep them coming","['+Falcon Nation this is long overdue, but thanks for the kind words and for watching!']",2017-11-29T00:42:00Z,@The__Nation
I love Mike Tyson!,[],2017-11-26T01:25:49Z,@LilyCypher
Can you do a video on The Undertaker plz?,[],2017-11-24T20:56:25Z,@JP-uf4rr
I feel like if don king wouldn't have fucked him up he would probably be 70-0 I knwo it's a dumb thing to say but can you really say anyone would've really beat him pre don king,[],2017-11-23T03:13:45Z,@Raiderfan-dp7du
Champ Bailey,[],2017-11-22T17:20:51Z,@samuelwright-_-2294
You should make a video on Wayne Gretzky next,[],2017-11-22T02:42:00Z,@critical_neo2153
Do Tommy Hearns!,[],2017-11-20T20:01:40Z,@idris3672
Then he met Don King and......,[],2017-11-20T19:05:21Z,@broaddusmarines
This is like my fourth time watching this. You did an amazing job on this,[],2017-11-20T15:35:49Z,@johnhostetler2471
Great vid,[],2017-11-17T06:20:55Z,@drewcody5331
You want get this nowhere else,[],2017-11-17T00:20:27Z,@Datboijizzle
mike tyson is a beast at boxing but when he bit off someones ear,[],2017-11-16T23:41:40Z,@Jug380
please do a John Wall Mixtape,[],2017-11-14T06:53:08Z,@mitchellross7862
That one bitch is annoying and she don’t even have her facts straight. Over exaggerated bitch.,[],2017-11-13T03:49:20Z,@Iamthistermwinner
I fucking swear these video's are beyond good. Worth my time of watching best editing on this.,['+REVOL 691 thanks for watching!'],2017-11-12T20:14:49Z,@VINTAGE_SASA0627
Mike was great but in the 80s he fought no one,[],2017-11-11T07:16:56Z,@TheBg29st
🐐 🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐,[],2017-11-07T10:35:49Z,@cainpoe
I don’t even watch boxing or any combat sports but GODDDDDDAAAAAAMMMMMNNNNNN,"[""Yep! That's powerful right there, punches like a freight train smashing through a granite wall. . . Imagine if he had stayed focused and motivated!""]",2017-11-05T13:51:24Z,@XxDatRoLlxX
Roger Federer video please,[],2017-11-04T10:14:37Z,@simonferrara6719
Such good quality videos for sports,[],2017-11-02T02:16:42Z,@noahfontes60
Do secretariat,[],2017-11-01T15:40:38Z,@ryanhenning7721
Mike Tyson is the Russell Westbrook of Boxing 🥊,['neogigo no the mj of boxing 🥊'],2017-11-01T14:02:18Z,@neogigo
you should do saquan barkley,[],2017-10-27T04:45:33Z,@kolbykon5489
This nigga was 19 knocking out grown ass men!!!,[],2017-10-25T18:42:19Z,@rikXsavage
do dan marino,[],2017-10-24T11:01:03Z,@spidybutt3075
Boxing is 99% hunger,[],2017-10-23T20:39:32Z,@Nenonism
"I'm just so in love with Mike, from his ambition as a young boxer and his talent, to the way he is today. I hope I can someday meet him.",[],2017-10-23T14:15:32Z,@claudial3875
"Amazing video, very well edited. I really enjoyed it.",[],2017-10-21T21:12:30Z,@matthewgervase1251
Russell Westbrook THE BROODY or aaron the dragon born,[],2017-10-20T02:18:13Z,@drewc1738
Going into the ring knowing you’re getting ko,[],2017-10-17T05:25:51Z,@dragankarlica4132
